full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score,effort_hours_real,effort_hours_sampled,effort_coverage_ratio,effort_commits_sampled,effort_total_commits,effort_contributors_seen,effort_was_capped,effort_scaling_factor
facebook/react-native,https://github.com/facebook/react-native,C++,125734,2015-01-09T18:10:16Z,0,3,60.0,0.5925,7.189722222222223,304,0.0552,35,0.0,1,0.0,1,0.62,0,15.039,-2.9406,4.47,0.01,98,0.6583,0.0,30083,28309796.6,902490.0,15041,60166.0,180.1,113434.41,18149506.1,3660038.3,84.4,9928.3,284.4,0.0266,800,30083,86,False,37.6
electron/electron,https://github.com/electron/electron,C++,121074,2013-04-12T01:47:36Z,0,3,60.0,23.246666666666663,9.309444444444445,368,0.3125,88,0.0,1,1.5,1,0.38,1,14.657,3.3462,1.52,0.14,118,0.4474,0.0,27146,5880715.0,814380.0,13573,54292.0,8554.8,21782.76,3485241.4,726760.7,86.9,10538.3,334.8,0.0295,800,27146,62,False,33.93
godotengine/godot,https://github.com/godotengine/godot,C++,110101,2014-01-04T16:05:36Z,0,3,60.0,51.57972222222222,7.863333333333333,457,0.4077,76,0.0,1,1.0,1,0.78,1,12.62,-4.007,46.9,0.1,44,0.1298,0.0,76714,52764028.3,2301420.0,38357,153428.0,23571.9,218105.23,34896837.1,7063153.0,85.9,17476.6,197.7,0.0104,800,76714,86,False,95.89
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,C++,107347,2023-03-10T18:58:00Z,0,3,60.01,8.881666666666666,4.295,443,0.2271,51,0.0,1,2.0,1,0.12,1,13.19,2.3287,0.14,0.17,10,0.4308,0.0,7599,11585770.1,227970.0,3799,15198.0,3934.6,44394.83,7103172.7,1429413.9,87.7,3347.6,380.4,0.1053,800,7599,178,False,9.5
microsoft/terminal,https://github.com/microsoft/terminal,C++,102959,2017-08-11T18:38:22Z,0,3,60.0,25.23611111111111,30.89472222222222,434,0.2117,77,0.0,1,1.0,1,0.54,0,12.783,-0.5909,22.86,0.01,0,0.0768,0.0,4808,4877575.3,144240.0,2404,9616.0,10952.5,17898.86,2863818.0,580857.3,82.9,2113.6,378.3,0.1664,800,4808,83,False,6.01
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,C++,88963,2010-12-19T15:16:43Z,1,3,60.0,88.29041666666666,12.344722222222222,339,0.1904,6,0.0,1,5.0,1,0.62,1,14.446,-5.4021,61.78,0.11,0,0.3502,0.0,38890,9231096.7,1166700.0,19445,77780.0,29930.5,34972.54,5595606.8,1166990.5,88.0,14724.9,328.8,0.0206,800,38890,48,False,48.61
opencv/opencv,https://github.com/opencv/opencv,C++,87283,2012-07-19T09:40:17Z,0,3,60.0,13.367638888888887,127.6986111111111,275,0.3754,70,0.0,1,1.5,1,0.08,0,13.002,0.0385,67.31,0.07,0,0.1268,0.0,21391,16294239.1,641730.0,10695,42782.0,3676.1,63510.72,10161715.1,2054836.9,81.2,9311.7,376.2,0.0374,800,21391,115,False,26.74
ocornut/imgui,https://github.com/ocornut/imgui,C++,72871,2014-07-21T14:29:47Z,0,3,60.0,2.076388888888889,25.05027777777778,425,0.9022,56,0.0,1,0.0,1,0.94,0,11.775,1.1049,22.19,0.0,0,0.1152,0.0,9714,3752725.9,291420.0,4857,19428.0,882.5,16310.1,2609616.3,531902.0,76.0,4122.1,365.8,0.0824,800,9714,45,False,12.14
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,C++,71172,2014-08-26T15:52:15Z,0,3,60.0,18.15152777777778,17.79611111111111,368,0.1728,76,0.0,1,0.0,1,0.74,0,9.596,1.4371,12.05,0.05,0,0.6236,0.0,19501,6505647.5,585030.0,9750,39002.0,6679.8,24219.56,3875130.0,796530.9,83.3,4119.4,184.1,0.041,800,19501,55,False,24.38
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,C++,62597,2024-05-30T09:18:10Z,0,3,60.0,7.800833333333333,14.961944444444445,426,0.2414,91,0.0,1,1.0,1,0.9,0,12.523,-6.8951,0.0,0.04,4,0.4461,0.0,75307,12995642.5,2259210.0,37653,150614.0,3323.2,50083.99,8013437.8,1678991.5,82.6,24404.2,280.0,0.0106,800,75307,33,False,94.13
WerWolv/ImHex,https://github.com/WerWolv/ImHex,C++,53351,2020-11-10T14:27:00Z,2,3,60.0,6.052777777777778,15.518333333333333,166,0.8902,75,0.0,1,0.0,1,0.62,1,10.969,-0.1224,48.02,0.36,0,0.0479,0.0,6254,1521927.3,187620.0,3127,12508.0,1004.8,6322.75,1011640.2,208883.5,80.9,2122.4,291.8,0.1279,800,6254,16,False,7.82
nlohmann/json,https://github.com/nlohmann/json,C++,49523,2013-07-04T08:47:49Z,4,3,60.01,18.76305555555556,448.0477777777778,314,0.7708,67,0.0,1,1.0,1,0.58,1,15.651,0.1224,139.58,0.08,0,0.0311,0.0,4555,7175080.2,136650.0,2277,9110.0,5891.6,32211.47,5153835.7,1037089.6,82.0,1017.5,196.7,0.1756,800,4555,102,False,5.69
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,C++,49152,2022-09-25T18:26:37Z,9,3,60.0,9.133888888888889,244.8745833333333,441,0.3318,81,0.0,1,1.0,1,0.3,1,13.012,-3.6434,46.19,0.58,0,0.4662,0.0,3834,1088482.7,115020.0,1917,7668.0,4028.0,3705.73,592916.9,123625.8,85.9,1684.9,378.1,0.2087,800,3834,145,False,4.79
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,C++,48230,2015-04-11T20:48:23Z,3,3,60.0,6.571944444444444,15.582916666666668,146,0.6491,70,0.0,1,1.0,1,0.7,0,12.963,2.4126,1513.3,0.2,0,0.1789,0.0,5994,1893639.3,179820.0,2997,11988.0,959.5,6627.86,1060457.7,218373.4,78.3,2004.6,287.8,0.1335,800,5994,25,False,7.49
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,C++,47122,2016-06-02T08:28:18Z,0,3,60.0,4.420555555555556,39.87527777777778,305,0.2165,79,0.0,1,3.0,1,0.72,1,10.337,-63.7867,1.79,0.0,18,0.2953,0.0,209253,186409047.8,6277590.0,104626,418506.0,1348.3,820732.4,131317184.2,26473094.3,87.8,62699.8,259.6,0.0038,800,209253,46,False,261.57
grpc/grpc,https://github.com/grpc/grpc,C++,44693,2014-12-08T18:58:53Z,0,3,60.0,3.1633333333333336,0.0,301,0.1943,75,0.0,1,0.0,1,0.68,1,11.979,-0.986,12.31,0.03,3,0.2781,0.0,54125,17729419.0,1623750.0,27062,108250.0,952.2,69396.96,11103514.2,2275113.5,88.1,23857.0,381.5,0.0148,800,54125,54,False,67.66
putyy/res-downloader,https://github.com/putyy/res-downloader,Go,17054,2023-09-01T08:03:47Z,119,3,60.0,6.2363888888888885,674.1475,4,0.9762,6,0.0,1,0.0,1,1.0,0,8.705,0.0,30.7,0.18,0,0.5628,0.0,168,838421.9,5040.0,84,336.0,24.9,3380.87,540938.9,108363.3,40.8,51.4,51.4,1.0119,170,168,6,False,0.99
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,C++,44247,2017-07-30T02:51:17Z,23,3,60.0,182.7830555555556,339.1431944444445,47,0.8414,64,0.0,1,0.0,1,0.94,0,8.82,-0.2972,174.17,0.4,0,0.0305,0.0,1324,489033.1,39720.0,662,2648.0,8590.8,1919.54,307126.8,65326.6,74.7,502.6,324.4,0.6042,800,1324,30,False,1.66
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,C++,43089,2019-07-14T08:45:45Z,48,3,60.2,550.8226388888888,405.1365277777778,47,0.6881,54,0.0,1,1.0,0,0.0,0,9.161,-0.0245,0.0,0.42,0,0.1241,0.0,295,38941.3,8850.0,147,590.0,25888.7,112.24,17958.2,11653.2,53.5,90.4,90.4,1.0237,302,295,52,False,0.98
aria2/aria2,https://github.com/aria2/aria2,C++,40768,2010-11-27T09:41:48Z,50,3,60.0,13.046944444444444,154.04416666666663,63,0.9212,75,0.0,1,1.0,1,1.0,1,15.588,-0.042,219.04,0.5,0,0.0581,0.0,5418,921336.7,162540.0,2709,10836.0,822.0,3732.77,597243.9,125113.4,76.6,1705.0,270.4,0.1477,800,5418,42,False,6.77
facebookresearch/faiss,https://github.com/facebookresearch/faiss,C++,39882,2017-02-07T16:07:05Z,0,3,60.0,24.692916666666665,0.0,241,0.2137,68,0.0,1,0.0,1,0.68,1,11.432,1.9266,113.17,0.15,0,0.3962,0.0,1572,8064760.7,47160.0,786,3144.0,5951.0,30348.16,4855704.9,974498.3,87.9,578.0,315.6,0.5089,800,1572,82,False,1.97
google/leveldb,https://github.com/google/leveldb,C++,38992,2014-08-27T21:17:52Z,49,3,60.0,1008.7701388888888,93.09833333333331,54,0.4551,10,0.0,1,1.0,1,0.3158,0,15.867,-0.1014,251.07,0.17,0,0.0501,0.0,356,54067.2,10680.0,178,712.0,54473.6,158.41,25346.1,21767.3,66.7,197.2,197.2,1.2556,447,356,74,False,0.8
google/googletest,https://github.com/google/googletest,C++,38540,2015-07-28T15:07:53Z,29,3,60.02,18.468055555555555,213.4106944444445,385,0.4527,55,0.0,1,1.0,1,0.62,0,11.263,-0.3601,182.45,0.1,0,0.1044,0.0,2825,413549.7,84750.0,1412,5650.0,7110.2,1341.42,214627.5,47883.6,78.1,1273.3,387.2,0.2832,800,2825,77,False,3.53
duckdb/duckdb,https://github.com/duckdb/duckdb,C++,37822,2018-06-26T15:04:45Z,0,3,60.0,12.886111111111113,10.9175,341,0.3703,74,0.0,1,1.0,1,0.38,1,12.584,16.1434,27.31,0.0,0,0.1169,0.0,65361,12881364.1,1960830.0,32680,130722.0,4394.2,49621.65,7939463.8,1654572.0,86.3,21893.6,288.3,0.0122,800,65361,17,False,81.7
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,C++,36765,2012-02-04T09:37:46Z,1,3,60.01,36.67083333333333,12.320555555555556,391,0.3501,66,0.0,1,2.0,1,0.88,1,13.182,0.0035,0.0,0.44,0,0.309,0.0,9185,8971732.1,275550.0,4592,18370.0,14338.3,33941.53,5430644.0,1099615.3,86.4,3338.3,314.0,0.0871,800,9185,75,False,11.48
aseprite/aseprite,https://github.com/aseprite/aseprite,C++,36757,2014-08-19T23:44:50Z,0,3,60.01,21.857777777777777,113.33916666666669,136,0.8924,67,0.0,1,1.0,1,0.7,1,16.932,0.0315,31.94,0.0,0,0.0592,0.0,10533,1377543.3,315990.0,5266,21066.0,2972.7,5694.47,911114.6,193647.7,81.1,4502.0,369.2,0.076,800,10533,26,False,13.17
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,C++,36532,2021-12-15T23:38:57Z,0,3,60.03,24.361666666666668,18.601666666666667,169,0.4332,71,0.0,1,1.0,1,0.1,1,8.972,0.0559,69.26,0.26,12,0.2512,0.0,2253,1829098.1,67590.0,1126,4506.0,4117.1,6390.87,1022539.4,207996.0,85.7,553.6,211.2,0.3551,800,2253,55,False,2.82
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,C++,35361,2022-03-16T19:49:13Z,0,3,60.0,2.0108333333333333,0.0,425,0.6516,79,0.0,1,1.0,1,0.74,1,7.79,0.1748,18.74,0.46,0,0.0536,0.0,6886,2215292.3,206580.0,3443,13772.0,854.6,7814.73,1250356.4,257213.7,83.5,2767.6,346.7,0.1162,800,6886,109,False,8.61
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,C++,33683,2020-04-27T21:45:16Z,0,3,60.0,23.135555555555555,35.041666666666664,173,0.3539,91,0.0,1,1.0,1,0.72,0,11.432,0.507,0.9,0.02,5,0.1085,0.0,5168,3031829.9,155040.0,2584,10336.0,4002.5,10864.29,1738286.3,354026.0,81.5,2286.6,382.1,0.1548,800,5168,26,False,6.46
SerenityOS/serenity,https://github.com/SerenityOS/serenity,C++,33117,2018-12-02T19:28:41Z,1,3,60.0,1.018333333333333,0.0,421,0.2513,74,0.0,1,1.0,1,0.84,0,12.534,-1.4091,0.0,0.15,0,0.1179,0.0,65086,7050942.2,1952580.0,32543,130172.0,428.7,26355.47,4216875.1,908589.6,82.4,19579.0,259.7,0.0123,800,65086,34,False,81.36
microsoft/WSL,https://github.com/microsoft/WSL,C++,32083,2016-04-06T17:32:56Z,0,3,60.0,18.1875,29.66861111111111,104,0.3153,67,0.0,1,2.0,1,0.74,1,9.625,1.1364,23.3,0.05,0,0.4142,0.0,666,1474794.1,19980.0,333,1332.0,1891.5,5097.76,815641.2,164361.7,81.8,353.9,375.2,1.2012,800,666,67,False,0.83
aristocratos/btop,https://github.com/aristocratos/btop,C++,31915,2021-05-06T18:40:21Z,3,3,60.0,13.645,8.497916666666667,149,0.5366,83,0.0,1,1.5,1,0.86,1,6.749,-0.2203,89.6,0.48,0,0.2046,0.0,1450,292337.4,43500.0,725,2900.0,2033.1,931.94,149111.0,31882.1,84.4,471.9,278.1,0.5517,800,1450,79,False,1.81
facebook/rocksdb,https://github.com/facebook/rocksdb,C++,31652,2012-11-30T06:16:18Z,0,3,60.0,10.989444444444445,15.525833333333331,299,0.1119,69,0.0,1,0.0,1,0.46,0,12.369,0.472,24.55,0.08,0,0.1617,0.0,10714,7024288.9,321420.0,5357,21428.0,3285.8,26250.87,4200139.4,851727.6,83.9,4962.8,400.1,0.0747,800,10714,35,False,13.39
telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,C++,31601,2014-05-02T12:36:31Z,1,3,60.0,23.061805555555555,7.916111111111111,206,0.6693,80,0.0,1,2.0,1,0.96,0,10.768,1.0245,5.25,0.03,0,0.0269,0.0,22933,8035708.3,687990.0,11466,45866.0,4750.7,30233.37,4837339.8,991826.2,78.2,8870.2,334.2,0.0349,800,22933,11,False,28.67
ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,C++,31203,2018-03-13T18:45:27Z,0,3,60.0,10.0475,0.5252777777777777,87,0.3844,9,0.0,1,0.0,0,0.0,0,11.71,0.465,38.54,0.0,0,0.4689,0.0,2154,4481053.3,64620.0,1077,4308.0,874.1,16374.21,2619873.6,526391.0,71.2,823.6,327.7,0.3714,800,2154,25,False,2.69
shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,C++,30951,2022-10-24T09:48:37Z,0,3,60.0,9.944444444444445,10.308055555555557,189,0.296,67,0.0,1,1.0,1,0.96,1,7.907,1.0629,30.79,0.43,0,0.0156,0.0,3848,2084278.9,115440.0,1924,7696.0,1879.5,7330.18,1172829.4,238977.7,87.0,1678.9,375.8,0.2079,800,3848,58,False,4.81
microsoft/calculator,https://github.com/microsoft/calculator,C++,30919,2019-01-28T17:55:49Z,14,3,60.0,16.060833333333335,1219.5572222222222,96,0.1493,70,0.0,1,1.0,1,0.88,0,11.432,0.0245,0.0,0.02,0,0.2772,0.0,864,1169291.0,25920.0,432,1728.0,1541.8,3995.12,639219.4,129170.4,80.3,369.8,363.4,0.9259,800,864,55,False,1.08
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,C++,30670,2012-09-09T08:25:02Z,0,3,60.0,9.039166666666668,9.130555555555556,305,0.2042,39,0.0,1,1.0,1,0.68,1,13.371,1.4021,2.77,0.17,0,0.4894,0.0,44099,73378933.0,1322970.0,22049,88198.0,2756.9,308362.25,49337959.8,9912518.0,88.0,17412.7,340.6,0.0181,800,44099,69,False,55.12
dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly,C++,30419,2021-12-11T10:00:42Z,0,3,60.01,3.9825,71.00361111111111,149,0.3412,91,0.0,1,3.0,1,0.64,1,11.394,-0.3986,13.52,0.14,3,0.2701,0.0,4593,744213.9,137790.0,2296,9186.0,593.4,2485.96,397753.4,84321.7,86.6,2040.5,383.3,0.1742,800,4593,21,False,5.74
facebook/folly,https://github.com/facebook/folly,C++,30344,2012-06-01T20:49:04Z,0,3,60.0,124.46888888888888,96.7161111111111,281,0.231,1,0.0,1,0.0,1,0.66,0,15.247,1.014,2.55,0.1,0,0.1028,0.0,11858,1647499.0,355740.0,5929,23716.0,34975.8,5726.35,916215.5,205593.8,82.7,3897.8,281.0,0.0675,800,11858,84,False,14.82
flameshot-org/flameshot,https://github.com/flameshot-org/flameshot,C++,29796,2017-05-10T19:44:51Z,0,3,60.0,7.995833333333334,24.27111111111111,294,0.2051,82,0.0,1,1.0,1,0.74,1,10.184,0.2797,235.23,0.22,0,0.1054,0.0,1916,798720.0,57480.0,958,3832.0,2350.8,2677.48,428396.1,88300.5,87.9,702.3,314.8,0.4175,800,1916,142,False,2.4
barry-ran/QtScrcpy,https://github.com/barry-ran/QtScrcpy,C++,29358,2019-06-23T04:12:17Z,26,3,60.12,119.27597222222222,570.0783333333334,29,0.833,30,0.0,1,1.0,1,0.94,0,9.974,0.014,101.31,0.29,0,0.3558,0.0,503,1265254.4,15090.0,251,1006.0,3459.0,5208.1,833295.9,168199.9,67.0,188.7,188.1,0.994,500,503,31,False,1.01
ossrs/srs,https://github.com/ossrs/srs,C++,28779,2015-04-29T06:59:32Z,1,3,60.01,182.53222222222223,57.18638888888889,112,0.9246,55,0.0,1,1.0,1,0.98,0,13.287,0.0769,46.24,0.37,0,0.0891,0.0,8731,7662972.3,261930.0,4365,17462.0,20443.6,34515.14,5522422.0,1119348.5,75.7,3995.1,394.3,0.0916,800,8731,38,False,10.91
gabime/spdlog,https://github.com/gabime/spdlog,C++,28704,2014-11-01T01:28:53Z,11,3,60.01,2.5144444444444445,63.63166666666667,386,0.7444,71,0.0,1,2.5,1,0.68,1,12.648,-0.0629,79.88,0.37,0,0.0352,0.0,4253,1250069.9,127590.0,2126,8506.0,970.6,5142.49,822798.5,169103.9,81.6,1520.1,307.4,0.1881,800,4253,146,False,5.32
mongodb/mongo,https://github.com/mongodb/mongo,C++,28275,2009-01-15T16:15:18Z,0,3,60.0,57.27111111111111,0.0,321,0.0841,7,0.0,1,0.0,1,1.0,0,16.292,6.8706,0.0,0.0,7,0.3114,0.0,80964,39060099.7,2428920.0,40482,161928.0,18384.0,159049.11,25447858.4,5176050.9,84.2,34765.4,372.4,0.0099,800,80964,143,False,101.21
taichi-dev/taichi,https://github.com/taichi-dev/taichi,C++,28177,2016-11-24T10:00:05Z,23,3,60.0,5.95875,72.21638888888889,231,0.5471,84,0.0,1,1.0,1,0.36,1,11.841,0.0,56.59,0.26,10,0.434,0.0,10586,1762187.0,317580.0,5293,21172.0,1376.5,6145.62,983299.5,207658.9,82.6,4290.8,350.5,0.0756,800,10586,49,False,13.23
envoyproxy/envoy,https://github.com/envoyproxy/envoy,C++,27902,2016-08-08T15:07:24Z,0,3,60.0,1.7084722222222222,7.1175,370,0.0945,86,0.0,1,1.0,1,0.86,1,11.622,-0.458,14.85,0.09,0,0.1229,0.0,21632,8843907.7,648960.0,10816,43264.0,632.1,33433.95,5349431.5,1091707.9,89.1,8642.5,342.6,0.037,800,21632,91,False,27.04
notepad-plus-plus/notepad-plus-plus,https://github.com/notepad-plus-plus/notepad-plus-plus,C++,27822,2015-03-28T00:05:08Z,0,3,60.01,40.49972222222222,25.6025,384,0.481,46,0.0,1,0.0,1,0.96,0,14.974,-1.1049,16.48,0.22,0,0.2038,0.0,6245,9174162.3,187350.0,3122,12490.0,15551.9,34746.09,5559374.9,1122785.6,80.2,2895.8,400.0,0.1281,800,6245,59,False,7.81
emscripten-core/emscripten,https://github.com/emscripten-core/emscripten,C++,27336,2011-02-12T05:23:30Z,0,3,60.0,75.92166666666667,52.40472222222223,388,0.4487,67,0.0,1,1.0,1,0.66,1,15.944,1.951,0.0,0.17,17,0.4456,0.0,28661,7772862.2,859830.0,14330,57322.0,29457.6,29195.86,4671337.4,971765.8,85.5,12813.4,385.8,0.0279,800,28661,36,False,35.83
rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,C++,26996,2012-10-30T05:37:47Z,32,3,60.0,10.39625,99.98805555555556,143,0.4352,60,0.0,1,1.0,1,0.24,1,15.661,0.0105,202.57,0.19,0,0.1984,0.0,21958,8299315.2,658740.0,10979,43916.0,1486.7,31275.6,5004095.6,1023223.1,83.0,8254.0,325.1,0.0364,800,21958,49,False,27.45
keepassxreboot/keepassxc,https://github.com/keepassxreboot/keepassxc,C++,26795,2016-02-28T15:52:40Z,4,3,60.0,9.460138888888888,1.6166666666666667,381,0.2165,76,0.0,1,1.0,1,0.74,1,14.899,0.1084,84.12,0.61,0,0.0462,0.0,4452,2345808.5,133560.0,2226,8904.0,3604.3,8298.86,1327817.5,271096.8,87.5,1936.7,374.7,0.1797,800,4452,131,False,5.57
ApolloAuto/apollo,https://github.com/ApolloAuto/apollo,C++,26587,2017-07-04T19:03:31Z,13,3,60.0,0.2808333333333333,216.31125,266,0.0903,37,0.0,1,1.0,1,0.9,0,11.33,-0.1189,124.58,0.02,0,0.2368,0.0,18076,99247893.9,542280.0,9038,36152.0,74.7,423417.31,67746769.2,13567452.3,83.0,7538.4,360.9,0.0443,800,18076,43,False,22.59
78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,C++,26057,2024-08-31T10:08:16Z,1,3,60.0,9.039861111111112,54.01541666666667,119,0.5069,54,0.0,1,1.5,1,0.76,0,11.218,0.0385,11.81,0.18,0,0.2518,0.0,864,272735.1,25920.0,432,1728.0,1075.7,866.44,138630.7,28912.9,77.8,398.7,391.9,0.9259,800,864,104,False,1.08
ml-explore/mlx,https://github.com/ml-explore/mlx,C++,25854,2023-11-28T23:33:45Z,1,3,60.0,3.0258333333333334,46.65069444444445,225,0.2318,83,0.0,1,1.0,1,0.4,1,13.31,0.0629,8.88,0.08,2,0.3494,0.0,1096,1994605.7,32880.0,548,2192.0,680.8,6999.41,1119904.9,225281.2,87.6,495.4,385.2,0.7299,800,1096,84,False,1.37
google/flatbuffers,https://github.com/google/flatbuffers,C++,25849,2014-05-19T18:33:01Z,11,3,60.03,58.551944444444445,171.57694444444445,438,0.1703,22,0.0,1,1.0,1,0.64,1,13.214,-0.2413,133.94,0.2,27,0.6221,0.0,2325,651293.3,69750.0,1162,4650.0,25645.8,2161.11,345777.4,79174.2,87.4,915.6,337.8,0.3441,800,2325,153,False,2.91
microsoft/winget-cli,https://github.com/microsoft/winget-cli,C++,25785,2019-07-16T22:16:49Z,0,3,60.0,17.391944444444444,33.674166666666665,115,0.3097,99,0.0,1,2.0,1,0.84,0,9.148,0.4231,9.66,0.02,0,0.3901,0.0,1524,1285207.8,45720.0,762,3048.0,2000.1,4411.98,705916.3,143307.3,81.9,667.7,375.1,0.5249,800,1524,34,False,1.91
typesense/typesense,https://github.com/typesense/typesense,C++,25752,2017-01-18T08:01:47Z,0,3,60.01,20.90305555555556,70.21388888888889,51,0.5529,77,0.0,1,1.0,1,0.66,1,12.05,-0.3462,59.28,0.14,0,0.1194,0.0,4789,431133.3,143670.0,2394,9578.0,1066.1,1401.37,224219.5,49952.7,84.5,2025.1,364.7,0.167,800,4789,16,False,5.99
argotorg/solidity,https://github.com/argotorg/solidity,C++,25615,2015-08-17T12:27:26Z,0,3,60.0,11.805833333333334,103.82972222222222,349,0.3901,87,0.0,1,1.0,1,0.98,1,13.549,1.6783,41.34,0.04,0,0.4641,0.0,23063,2448969.1,691890.0,11531,46126.0,4120.2,8682.48,1389196.6,302138.4,86.1,9143.3,342.5,0.0347,800,23063,25,False,28.83
deskflow/deskflow,https://github.com/deskflow/deskflow,C++,25494,2014-10-12T23:18:57Z,0,3,60.02,73.44277777777778,3.4855555555555555,139,0.5548,24,0.0,1,1.0,1,0.66,0,12.143,-1.9231,25.31,0.09,0,0.0712,0.0,3841,44500231.3,115230.0,1920,7682.0,10208.5,182386.05,29181768.4,5843257.2,79.5,1386.8,311.6,0.2083,800,3841,33,False,4.8
v8/v8,https://github.com/v8/v8,C++,24997,2014-09-24T15:24:30Z,0,3,60.0,0.0,0.0,212,0.0691,0,0.0,1,0.0,1,0.96,1,13.691,6.2937,0.0,0.0,0,0.2765,0.0,65059,34714331.4,1951770.0,32529,130118.0,0.0,140522.38,22483580.3,4561775.1,89.3,29136.4,387.6,0.0123,800,65059,61,False,81.32
mozilla-ai/llamafile,https://github.com/mozilla-ai/llamafile,C++,24321,2023-09-10T21:12:32Z,0,3,60.07,34.63444444444445,646.4727777777778,68,0.738,73,0.0,1,1.0,1,1.0,1,16.763,0.1713,56.27,0.09,0,0.2823,0.0,813,815864.7,24390.0,406,1626.0,2355.1,3285.42,525668.0,106653.1,79.8,344.2,359.0,0.984,800,813,44,False,1.02
sqlitebrowser/sqlitebrowser,https://github.com/sqlitebrowser/sqlitebrowser,C++,23967,2014-05-04T01:54:44Z,0,3,60.0,7.271527777777777,26.691666666666663,182,0.3848,78,0.0,1,1.0,1,0.9,1,13.039,0.2622,235.7,0.4,0,0.0464,0.0,4088,1031314.3,122640.0,2044,8176.0,1323.4,3501.64,560262.8,116537.6,86.2,1517.0,320.7,0.1957,800,4088,62,False,5.11
simdjson/simdjson,https://github.com/simdjson/simdjson,C++,23698,2018-03-23T00:49:18Z,0,3,60.0,6.080694444444444,36.668055555555554,168,0.5727,70,0.0,1,1.0,1,1.0,1,15.048,0.3252,23.49,0.26,0,0.0329,0.0,3124,2837855.1,93720.0,1562,6248.0,1021.6,10135.64,1621701.6,327770.8,84.3,1272.0,349.7,0.2561,800,3124,68,False,3.91
ssloy/tinyrenderer,https://github.com/ssloy/tinyrenderer,C++,23481,2015-01-17T16:46:01Z,159,3,60.38,40.375,24.372222222222224,8,0.9379,4,0.0,1,1.0,0,0.0,0,14.483,0.0,0.0,0.55,0,0.0351,0.0,161,1874095.5,4830.0,80,322.0,323.0,7867.27,1258762.5,252010.4,30.8,56.8,56.8,1.0311,166,161,11,False,0.97
fmtlib/fmt,https://github.com/fmtlib/fmt,C++,23459,2012-12-07T16:26:46Z,6,3,60.01,10.7375,15.405833333333334,430,0.8187,73,0.0,1,3.0,1,0.54,1,15.156,-0.2483,75.17,0.3,0,0.0417,0.0,7605,519168.0,228150.0,3802,15210.0,4617.1,2043.93,327028.6,74395.9,81.3,2924.8,332.4,0.1052,800,7605,91,False,9.51
osquery/osquery,https://github.com/osquery/osquery,C++,23234,2014-07-29T20:27:33Z,1,3,60.0,11.535555555555556,48.138333333333335,383,0.1711,71,0.0,1,2.0,1,0.78,1,14.921,0.3776,26.4,0.02,0,0.3191,0.0,4166,808228.6,124980.0,2083,8332.0,4418.1,2710.95,433752.6,92242.0,88.2,1740.7,360.0,0.192,800,4166,103,False,5.21
Tencent/ncnn,https://github.com/Tencent/ncnn,C++,23168,2017-06-30T10:55:37Z,7,3,60.0,1.3880555555555556,12.596527777777776,344,0.7179,65,0.0,1,1.0,1,0.22,1,15.726,-0.2762,40.49,0.2,2,0.4741,0.0,3662,995796.1,109860.0,1831,7324.0,477.5,4050.15,648024.5,133410.2,82.2,1508.0,355.5,0.2185,800,3662,65,False,4.58
pqrs-org/Karabiner-Elements,https://github.com/pqrs-org/Karabiner-Elements,C++,22019,2016-07-11T04:57:55Z,0,3,60.01,20.074444444444445,1211.7579166666665,49,0.9893,65,0.0,1,1.0,1,0.98,1,15.14,2.3427,69.36,0.46,0,0.2177,0.0,8071,4070429.3,242130.0,4035,16142.0,983.6,17762.93,2842069.5,576780.0,80.1,2239.6,241.3,0.0991,800,8071,4,False,10.09
